body,link
"به گزارش ""ورزش سه""، منچستریونایتد تور پیش فصل خود را در آمریکا برگزار می‌کند و آنها  روز گذشته به این کشور سفر کردند که این تور را آغاز کنند. در همین حال، مثل هر سال برخی بازیکنان مشهور NBA برای دیدار با فوتبالیست ها به محل کمپ تمرین ها می‌آیند. روز گذشته نیز دریموند گرین، ستاره گلدن استیت وریرز به کمپ تمرینی منچستر رفت و ملاقاتی با مورینیو داشت. او یکی از پیراهن هایش را به مورینیو داد و مورینیو نیز پیراهن منچستریونایتد با نام گرین به او هدیه کرد. این در حالیست که گرین سال گذشته به اردوی پاری سن ژرمن رفته بود و پیراهنی نیز از آنها دریافت کرده بود., ",http://www.varzesh3.com/news/1426609/مورینیو-و-معاوضه-پیراهن-با-ستاره-NBA-(عکس)
"به گزارش ""ورزش سه""، شایعات بسیاری درمورد احتمال جدایی الکسیس از آرسنال شنیده می‌شود. منچسترسیتی جدی ترین مشتری اوست و این در حالیست که بایرن مونیخ و یوونتوس پیش از این خواهان جذب او بودند. در حالی که بسیاری معتقدند او از شرایطش در آرسنال راضی نیست، ونگر گفت که او در این تیم می‌ماند., , , , ,او در پاسخ به سوالی درباره اینکه آیا الکسیس قصد جدایی دارد گفت:"" خیر اینطور نیست."", ,ونگر همچنین تاکید کرد که این بازیکن را به تیم لیگ برتری نخواهد فروخت. او گفت:"" همان حرفی که در پایان فصل زدم را تکرار می‌کنم. سانچس را به رقبای داخلی نمی‌فروشیم."", ,ونگر درباره اینکه سانچس سال پایانی قراردادش را می‌گذراند گفت:"" راحت ترین راه در کنترل بازیکنان  در سال آخر این است که بررسی کنیم او علاقه مند است تمدید کند یا نه. هیچکس نمی‌داند سانچس در سال آخر قراردادش است یا نه زیرا او هم می‌تواند تمدید کند.""",http://www.varzesh3.com/news/1426606/ونگر-الکسیس-درخواست-جدایی-نداده-است
"به گزارش ""ورزش سه""، یونایتدی ها به دنبال تقویت خط میانی خود هستند و گزینه های زیادی را تا به اینجا زیر نظر داشته اند ولی به نظر می‌رسد اریک دایر، هافبک تاتنهام و تیم ملی انگلیس، جدی ترین گزینه آنها باشد., , , ,طبق ادعای دیلی میرر، یونایتد حاضر است در قبال دایر 60 میلیون پوند پرداخت کند که رقم بسیار بالایی محسوب می‌شود. دایر در پست هافبک دفاعی بازی می‌کند و می‌تواند نقش بسیار مهمی در تیم فصل بعد مورینیو ایفا کند. پس از حضور لیندلوف برای تقویت خط دفاعی، ستاره انگلیسی نیز می‌تواند به بهبود شرایط دفاعی شیاطین سرخ کمک زیادی کند.",http://www.varzesh3.com/news/1426622/پیشنهاد-60-میلیون-پوندی-یونایتد-برای-دایر
"به گزارش ""ورزش سه""، این هوادار از کثیفی و گرد و خاکی که روی شیشه عقب ماشین ایسکو را گرفته استفاده کرد و نوشته ای جالب در تمجید از او ثبت کرد که در تقدیر از عملکرد بسیار خوب او در فصل اخیر بود. او نوشت:"" نه فقط یک برادر معمولی بلکه یک برادر چمپیونزلیگی!"",با توجه به اینکه مارکو آسنسیو، صحبت های مشابهی را پیشتر در کنار ایسکو گفته بود، احتمال می‌رود که این نوشته نیز کار او باشد., ",http://www.varzesh3.com/news/1426626/تقدیر-جالب-یک-هوادار-رئال-از-ایسکو(عکس)
"به گزارش ""ورزش سه""، رونی پس از 13 سال حضور در منچستریونایتد، با قراردادی دو ساله به اورتون بازگشت. این در حالیست که او 253 گل در 559 بازی برای تیمش به ثمر رسانده بود و 5 قهرمانی لیگ برتر و 1 قهرمانی چمپیونزلیگ در این مدت کسب کرد. حال او مدعی شد که خودش را شایسته افتخاراتی که سال آخر کسب کرده نمی‌داند., , , ,او گفت:"" دوران سختی بود. سخت ترین کار بالا بردن دو جام بود یعنی جام اتحادیه و لیگ اروپا. وقتی بخشی از تیم نبوده اید، حس نمی‌کنید که شایسته کسب این عنوان هستید. بالا بردن آنها خیلی سخت بود زیرا شما طبیعتا خوشحالید زیرا قهرمان شده اید ولی جشن نمی‌گیرید. وقتی بازی نمی‌کنید اوضاع به هم می‌ریزد. بازیکنانی که بازی می‌کنند دو روز ریکاوری می‌کنند در حالی که بازیکنانی که نیمکت نشین بوده اند و دیگران که در ترکیب اصلی قرار نداشته اند با هم تمرین می‌کنند., ,در ماه نوامبر بود که من به جدایی نزدیک شده بودم. با خوزه صحبت کردم و او هم مثل همیشه از من خواست که بمانم و به تیم تا پایان فصل کمک کنم، من هم همین کار را کردم."", ",http://www.varzesh3.com/news/1426620/رونی-شایسته-جام-های-سال-آخر-نبودم
"به گزارش ""ورزش سه""، گرینگس 96 بازی برای تیم ملی آلمان انجام داده و 64 گل نیز به ثمر رسانده است و حال قصد دارد وارد دنیای مربی گری مردان شود., ,او گفت:"" می‌خواهم در رده های بالا مربی گری کنم. البته که در حوزه مردان قصد فعالیت دارم و هدفم بوندس لیگا است."", , , , ,او از اواسط ماه جوئن، هدایت تیم زیر 17 سال آلمان را برعهده گرفته است. پسرها با دقت به فرمان او توجه می‌کنند و او نیز از شرایطش بسیار راضی است. گرینگس در این رابطه گفت:"" خیلی خوش می‌گذرد. هیجان وسرعت بالا، روش های برخورد متفاوت و ... را می‌توانم از اینجا یاد بگیرم. من تشنه یادگیری هستم., ,او 16 سال برای دویسبورگ بازی کرده و 3 بار به عنوان فوتبالیست برتر سال انتخاب شده است. او همچنین برای زوریخ اف سی در سوئیس نیز به میدان رفته و سپس راهی آمریکا و شیکاگو رد استارز شده است و در نهایت فوتبالش را در باشگاه کلن به پایان رساند. حالا که کفش هایش را آویخته، اهداف بزرگتری در سر دارد. او ادامه داد:"" البته که می‌خواهم بخشی از تاریخ باشم. پا را در این میدان گذاشته ام و روزی بالاخره به هدفم خواهم رسید."", ",http://www.varzesh3.com/news/1426645/می-خواهم-در-بوندس-لیگای-مردان-مربیگری-کنم
"به گزارش ""ورزش سه""، او که در تیم زیر 20 سال آمریکا گلری می‌کند، توانسته با نمایش های خوبش مسئولین هرتا را مجاب کند که او را به خدمت بگیرند. میشل پریتز، مدیر ورزشی هرتا در این رابطه گفت:"" جاناتان با نمایش های خوبی که داشته و استعداد، کاریزما و انگیزه ای که نشان داده، ما را مجذوب خود کرد و در نهایت به این نتیجه رسیدیم که او را به خدمت بگیریم."", , , ,زولت پتری، مربی دروازه بان های هرتا نیز گفت:"" کلینزمن آرامش و اعتماد به نفس بالایی دارد. با پای راستش خیلی خوب کار می‌کند و سطح بالایی دارد."",کلینزمن که به عنوان دروازه بان سوم به هرتا پیوسته، برای کسب تجربه های بیشتر در لیگ چهارم بوندس لیگا که مختص زیر 23 ساله هاست بازی خواهد کرد. پدربزرگ او در این زمینه گفت:""پس از صرف صبحانه، میشل پریتز به من درباره قرارداد با جاناتان گفت. خیلی احساساتی شدم زیرا این خانواده ما در این باشگاه سابقه حضور تاریخی دارند. منتظر چالش بزرگ پیش روی جاناتان هستم."", ",http://www.varzesh3.com/news/1426656/رسمی-پسر-کلینزمن-به-هرتابرلین-پیوست
"به گزارش ""ورزش سه""، رونی که بهترین گلزن تاریخ تیم ملی انگلیس محسوب می‌شود، از ماه نوامبر دیگر توسط ساوتگیت به تیم ملی دعوت نشد. با این حال او انگیزه های بسیاری برای حضور در جمع سه شیرها دارد., , , ,ستاره انگلیسی در این رابطه گفت:"" همانطور که می‌دانید، من عاشق بازی کردن برای انگلیس هستم. گرت باید تصمیماتی بگیرد، همانطور که مورینیو هم باید می‌گرفت ولی من با او صحبت کرده ام. آنطور که خودم دوست داشتم بازی نمی‌کردم و فکر می‌کنم اگر برای باشگاهتان بازی نمی‌کنید، نباید برای تیم ملی نیز بازی کنید. بنابراین تصمیمات را به خوبی درک می‌کنم. ساوتگیت به من گفت که اگر هر هفته بازی کنم، درهای تیم ملی به روی من بازخواهد بود. اگر اینطور شود فوق العاده است. اگر خوب کار کنم، مطمئنا او هم تصمیمات متفاوتی خواهد گرفت."", ,رونی ادامه داد:"" من می‌خواهم برای انگلیس بازی کنم. اگر به چین که یکی از گزینه هایم بود می‌رفتم، روزی حسرت بازی کردن برای تیم ملی را می‌خوردم. اگر به چین می‌رفتم، شانسی برای بازی کردن در تیم ملی انگلیس نداشتم و تصمیم درستی نبود."", , ",http://www.varzesh3.com/news/1426659/رونی-امیدوارم-به-تیم-ملی-انگلیس-برگردم
"به گزارش ""ورزش سه""، او که از سال 2005 به میلان پیوسته بود، تا سال 2012 در این تیم حضور داشت ولی 2 فصل را به صورت قرضی در پیکانزا و جوبیو به میدان رفت. او سپس سال 2012 راهی جنوا شد و یک فصل نیز قرضی در باری بازی کرد و در نهایت سال 2016 به تیم آستراس تریپولیس پیوست. با این حال، پیوستن دوباره او به میلان از طریق برادرش رخ داد., , , ,یکی از شروط اصلی تمدید قرارداد دوناروما با میلان این بوده که برادرش به این تیم بازگردد و به عنوان گلر ذخیره در میلان حضور داشته باشد. به نظر تمدید قرارداد دوناروما برای میلان بسیار مهم بوده و آنها در حال انجام خواسته های گلر 18 ساله خود هستند. آنتونیو در طول فصل احتمالا نیمکت نشین برادرش خواهد بود و انتظار نمی‌رود جایگاهی در تیم پیدا کند., , ",http://www.varzesh3.com/news/1426653/برادر-دوناروما-در-تست-های-پزشکی-میلان
"به گزارش ""ورزش سه""، در حقیقت وین رونی بخش کوچکی از برنامه هایی است که مشیری در تیم خود پیش گرفته است. برنامه ها به نحوی هستند که رونالد کومان با وجود فروش لوکاکو، بهترین گلزن تیمش، همچنان معتقد است که آنها در فصل آینده موفق خواهند بود., ,این هفته، روزهای شلوغی در مرسی ساید سپری شد. وین رونی پس از 13 سال دوباره به اورتون بازگشت و روملو لوکاکو، مسیر برعکس وین رونی را طی کرد و به جمع شاگردان مورینیو اضافه شد.در طول سال‌ها، هواداران اورتوت عادت کرده اند که ببینند بهترین بازیکنان آنها راهی تیم دیگری شده اند. لوکاکو به منچستر، جان استونز و لسکات به منچسترسیتی، فلینی به یونایتد و آرتتا به آرسنال. اگر به سال 2004 بازگردیم، جدایی وین رونی با وجود سن بسیار پایین او نیز چنین حال و هوایی داشته است., , , ,با وجود اینکه لوکاکو نیز مسیری مثل خیلی های دیگر را پیش گرفته ولی این بار اوضاع فرق می‌کند. اورتون شروع به خرید بازیکنان بزرگ کرده و در نقل و انتقالات، جاه طلب تر از گذشته شرکت می‌کند. هواداران کمی هستند  که فراموش کرده باشند سال 2011 آرتتا با 10 میلیون پوند از اورتون جدا شد و باشگاه نتوانست برای جانشینی او بازیکنی را به خدمت بگیرد. حالا به نظر می‌رسد این مشکلات تمام شده اند., ,اورتون از زمان حضور فرهاد مشیری، بیزنس‌من مشهور ایرانی، به یک تیم قدرتمند از نظر اقتصادی تبدیل شده است. مشیری در اولین فصل حضورش، 68 میلیون پوند برای جذب بازیکن هزینه کرد و این در حالیست که این مقدار را با فروش استونز با 47 میلیون پوند تا حدودی جبران کرد. اما هنر اصلی آنها در نقل و انتقالات امسال نمایان شد., ,با وجود اینکه سیگوردسن، نفر اصلی که آنها برای جانشینی لوکاکو در نظر دارند، هنوز جذب تیم نشده، اورتون بیشتر کارها را انجام داده است، به نحوی که رابی فاولر گفته بود:"" اورتون انقدر خوب خرید کرده که بقیه تیم‌ها مثل احمق ها به نظر می‌رسند."", , , ,حضور جوردن پیکفورد از ساندرلند و مایکل کین از برنلی که هر دو با حدود 30 میلیون پوند جذب تیم شده اند، نشان می‌دهد که مشیری و مشاورانش به دقت استعدادهای برتر انگلیس را زیر نظر دارند و با قیمتی پایین آنها را جذب اورتون کرده اند. همین خریدها و روند خوب باعث شده تا دیوی کلاسن، کاپیتان فصل گذشته آژاکس و ساندرو رامیرز، مهاجم فصل قبل مالاگا که بیش از نیمار در لالیگا گل زده بود، جذب این تیم شوند., ,در مجموع، اورتون حدود 100 میلیونپوند تا به اینجا هزینه کرده و بیشتر آن را با فروش لوکاکو جبران کرده است و این در حالیست که تیم آنها نسبت به فصل گذشته قوی تر به نظر می‌آید. پیکفورد گلر اصلی تیم در فصل آینده خواهد بود و این بدین معناست که روبلس و استکلنبرگ باید از جمع تافی ها جدا شوند., , , ,حضور کین نیز جایگاه فیل جاگیلکا، کاپیتان اورتون را به خطر انداخته است. اشلی ویلیامز و رامیرو فونس موری نیز برای دیگر جایگاه در قلب خط دفاعی خواهند جنگید. گرت بری نیز احتمالا کم کم نیمکت نشین شده و جایگاهش را در تیم از دست بدهد., ,کومان برای رونی نیز برنامه های بسیار ویژه ای دارد. او که سابقه بازی در بالاترین سطح را در یونایتد داشته، حال به اورتون بازگشته و کومان می‌خواهد از تجربیات بسیار او برای آموزش بازیکنان جوان تیم استفاده کند. سرمربی هلندی پیشتر توانایی ‌هایش را در کار کردن با بازیکنان جوان به خوبی نشان داده است و انتظار می‌رود فصل بعد با بازیکنانی که به خدمت گرفته، عملکرد بسیار خوبی داشته باشد., ,راس بارکلی یکی از افرادی است که بیشترین سود را از حضور رونی خواهد برد .او که تنها 12 ماه با باشگاه قرارداد دارد و قصد تمدید آن را ندارد، دقیقا شرایطی را پیش رو دارد که رونی 13 سال پیش تجربه کرد. بازیکنی که از کودکی هوادار اورتون بوده و می‌خواهد برای پیشرفت این تیم را ترک کند., ,البته این موضوع نشان می‌دهد اورتون هنوز خیلی جای کار دارد و باید شرایط این تیم دچار تحولات گسترده ای شود تا ستاره های تیم انقدر راحت تیم را ترک نکنند. مطئمئنا یکی از اهداف مشیری در فصول آینده  این خواهد بود که فضا را به نحوی پیش ببرند که ستاره ها انقدر راحت از جمع آبی پوشان جدا نشوند., ,مترجم: روزبه مهری,اکسپرس",http://www.varzesh3.com/news/1426642/چگونه-فرهاد-مشیری-اورتون-را-متحول-کرد؟
"به گزارش ""ورزش سه""، سانچس که در سال پایانی قراردادش با آرسنال به سر می‌برد، از بایرن مونیخ و منچسترسیتی پیشنهاداتی در اختیار دارد. شایعات زیادی پس از حضور لاکازت در آرسنال مبنی بر جدایی الکسیس شنیده شد ولی مرته ساکر معتقد است که ستاره شیلیایی قطعا در آرسنال می‌ماند., , , ,او گفت:"" ما تیم بسیار قدرتمندی داریم و نمی‌خواهیم بازیکنی را از دست بدهیم. حتی بازیکنانی که در سال آخر قراردادشان هستند. نمی‌توانیم آنها را از دست دهیم. اگر از قهرمانی صحبت کنیم، باید بهترین بازیکنان را حفظ کنیم."", ,مرته ساکر درباره جام کنفدراسیون که او و الکسیس در فینال مقابل هم قرار گرفتند، گفت:"" جام خیلی خوب بود. فکر می‌کنم الکسیس در تعطیلات است بنابراین صحبتی با هم نداشتیم. ولی او در زمین مثل یک جنگجو است. فکر می‌کنم می‌خواهد هر چه زودتر به تمرینات بازگردد. او از تعطیلات متنفر است، از اینکه جایی آرام بنشیند متنفر است."", , ",http://www.varzesh3.com/news/1426671/مرته‌ساکر-الکسیس-قطعا-در-آرسنال-می‌ماند
"به گزارش ""ورزش سه""، امباپه که فصل گذشته 26 گل برای موناکو به ثمر رسانده، مورد توجه باشگاه های متعددی از جمله رئال مادرید قرار دارد. آرسنال نیز یکی دیگر از مشتریان اوست ولی ونگر معتقد است که تصمیم نهایی با خود امباپه است., , , , ,سرمربی فرانسوی گفت:"" او بازیکنی است که صبح بلند می‌شود و می‌تواند تصمیم بگیرد به هر تیمی برود. بازیکنان زیادی نیستند که چنین اقبالی داشته باشند زیرا او 18 ساله است و هر جا که برود برای او فرش قرمز پهن می‌کنند."", ,ونگر در پاسخ به اینکه آیا آرسنال نیز خواهان جذب اوست گفت:""  به نظرم هیچکس نمی‌تواند بگوید که به بازیکنی در این سطح علاقه ندارد."", ,امباپه با موناکو به قهرمانی لیگ فرانسه رسید و در چمپیونزلیگ تا نیمه نهایی صعود کرد ولی با شکست مقابل یوونتوس حذف شد., , ",http://www.varzesh3.com/news/1426662/ونگر-تایید-کرد؛-آرسنال-به-دنبال-جذب-امباپه
"به گزارش ""ورزش سه""، در حالی که احتمال جذب وراتی هر روز کمتر از گذشته می شود، بارسلونا در پی بررسی گزینه های دوم خود برای تقویت خط میانی است.,به همین منظور هفته گذشته بارسلونا رسما به باشگاه گوانگژو پیشنهاد جذب پائولینیو را ارائه داد. هافبک 28 ساله و ملی پوش برزیلی که روزهای خوبی را در چین پشت سر می گذارد، جدی ترین گزینه بارسا پس از وراتی است اما گوانگژو پیشنهاد اولیه و سپس ثانویه بارسا را رد کرده است., , , , ,روز گذشته مالک باشگاه چینی نیز صراحتا اعلام کرد که تنها در ماه ژانویه حاضر به مذاکره با بارسا خواهند شد چرا که فوتبال چین در نیم فصل خود قرار دارد و گوانگژو روی پائولینیو حساب ویژه ای باز کرده است.,از سوی دیگر روز جمعه، فصل نقل و انتقالات فوتبال چین به اتمام می رسد و اگر پائولینیو تا آن روز جذب نشود، تقریبا جدایی اش منتفی خواهد شد., ,موندودپورتیوو، رسانه نزدیک به باشگاه بارسلونا امروز گزارش داد که مدیران بارسا در پی اتخاذ تصمیمی فوری در مورد پائولینیو هستند. آنها که ابتدا قصد داشتند در مورد این ستاره برزیلی صبر پیشه کنند تا ابتدا تکلیف وراتی مشخص شود، حال ممکن است با ارائه پیشنهادی 30 میلیون یورویی، اقدام به حرکتی جدی برای جذب پائولینیو بزنند.",http://www.varzesh3.com/news/1426672/تصمیم-فوری-بارسلونا-برای-جذب-ستاره-برزیلی
"به گزارش ""ورزش سه""، به ادعای رسانه های مادریدی، سبایوس دو شب پیش با پروازی اختصاصی از خرز وارد مادرید شد و دیروز قرار بود در کلینیک پزشکی رئال مادرید حضور یابد اما به دلایلی این امر رخ نداد. پیش بینی می شد که سبایوس همچون تئو هرناندز(دیگر خرید جدید رئال) در تست های پزشکی رئال حضور یابد اما عصر دیروز اعلام شد که به دلیل یکسری مشکلات این مساله به تعویق افتاده است., , , , ,دلیل اصلی اینکه سبایوس در کلینیک سانیتاس لامورالخا حضور پیدا نکرد، به عدم توافق نهایی مدیران دو باشگاه رئال مادرید و بتیس مربوط می شد. رئال قصد داشت در دو قسط مبلغ انتقال سبایوس را پرداخت کند در حالی که بتیسی ها کل 15 میلیون یورو را کامل و فوری می خواستند.به ادعای آس و مارکا، این مشکل به زودی رفع خواهد شد و حتی رئال تاریخ معارفه سبایوس را هم تعیین کرده است., ,آس حتی امروز گزارش داد که سبایوس روز گذشته در کلینیکی غیر از کلینیک رئال تست های پزشکی داده و قراردادش را نیز امضا کرده است. علت تست مخفیانه از سبایوس، نهایی نشدن توافق مدیران دو باشگاه و همچنین جلوگیری از حضور خبرنگاران بوده است.,سبایوس روز 29 تیر در برنابئو به هواداران رئال معرفی خواهد شد و یک روز بعد نیز به اردوی آمریکای کهکشانی ها اضافه می شود. ,سبایوس در یک هفته گذشته به سوژه داغ رسانه های اسپانیایی بدل شده بود؛ چرا که بارسلونا نیز سخت به دنبال جذب وی بود.",http://www.varzesh3.com/news/1426668/تست-پزشکی-مخفیانه-از-خرید-پر-سر-و-صدای-رئال
"به گزارش ""ورزش سه""، رئال مادرید سیاست جدیدی در خریدهای فصل خود اتخاذ کرده است. دیگر شاهد جذب بازیکنان بالای 25 سال در رئال نیستیم و کهکشانی ها ضمن توجه ویژه به آکادمی فوتبال خود، به صید ستاره های جوان دیگر باشگاه ها نیز می پردازند.,ظهور بازیکنان آکادمی رئال در تیم اول این باشگاه همچون کارواخال، لوکاس و کاسیمیرو در کنار جذب ستاره های جوانی چون ایسکو، آسنسیو، سبایوس، وینیسیوس، تئو هرناندز، واران و ... رئال را به تیمی جوان ولی با کیفیت تر از همیشه بدل کرده است. چنین سیاستی کاملا جواب داده به طوریکه رئال در 4 سال اخیر سه قهرمانی اروپا را کسب کرده و فصل گذشته توانست به طلسم ناکامی هایش در لالیگا هم پایان دهد., , , , ,خورخه والدانو، در مورد تغییر نگرش پرز و مدیران رئال گفت:« پرز عوض نشده و او از گذشته درس نگرفته است.,او همان آدم سابق است؛ تنها شرایط بازار نقل و انتقالات است که عوض شده. برای مثل دیگر نمی توان منتظر ماند تا یک بازیکن به فوق ستاره بدل شده و سپس اقدام به جذبش کرد. حالا تیم های انگلیسی، متمول تر از گذشته هستند و یک فوق ستاره برای انتخاب تیم بعدی خود دیگر تنها به نام و اعتبار رئال فکر نمی کند و گزینه های مختلفی را پیش روی خود می بیند. به همین دلیل است که رئال هم سیاست های خود را تغییر داده و اقدام به جذب ستاره های جوان و آینده دار می کند.,سال 2002 به یاد دارم که در بازی رئال و ستارگان دنیا، کاکا که در آن موقع بسیار جوان بود و هنوز جذب میلان نشده بود، در 20 دقیقه پایانی وارد زمین شد و چشم ها را به خود خیره کرد.,همان جا به پرز گفتم که الان بازیکنی پیش روی ما قرار دارد که 13 میلیون یورو می ارزد ولی اگر جذبش نکنیم، مجبوریم 4 سال دیگر 60 میلیون یورو برایش بپردازیم. پرز در کمال تعجب به من پاسخ داد که خورخه نگران نباش، هر زمان ارزشش 60 میلیون یورو شد، به سراغش خواهیم رفت!», ,لازم به ذکر است که کاکا سال 2009 با رقم 65 میلیون یورو به رئال پیوست و 4 سال ناموفق را در این تیم پشت سر گذاشت.",http://www.varzesh3.com/news/1426677/کنایه-سنگین-مربی-سابق-رئال-به-فلورنتینو-پرز
"به گزارش ""ورزش سه""، آینده خامس رودریگز، ستاره کلمبیایی رئال مادرید در هاله ای از ابهام قرار دارد.,او در آخرین بازی فصل گذشته رئال در برنابئو با هواداران رئال وداع گفت و بسیاری انتظار داشتند تا به امروز وضعیت نهایی او مشخص شده باشد ولی طبق ادعای رسانه های اسپانیایی، هنوز هیچ تیمی به صورت رسمی برای جذب او با رئال وارد مذاکره نشده است و خامس باید در اردوی آمریکای رئال حاضر شود., , , , ,در حالی که از یونایتد و پی اس جی به عنوان تیم های خواهان خامس یاد می شد، امروز بیلد ادعا کرد که روند مذاکرات بین رئال و بایرن بسیار خوب پیش می رود و خامس بسیار نزدیک به مونیخی هاست. اگر این انتقال محقق شود، یک بار دیگر شاهد همکاری خامس و آنچلوتی خواهیم بود. خامس در اولین فصل حضورش در رئال زیر نظر کارلتو نمایش درخشانی داشت., , , , ,کارل هاینس رومینیگه، نایب رئیس بایرن هم در واکنش به شایعات جذب خامس به بیلد گفت:« ما هیچ احتمالی را رد نمی کنیم ولی هرگز حاضر نیستیم در مورد هر شایعه ای پاسخگو باشیم؛ چون این باعث گران شدن و پیچیده تر شدن انتقالات خواهد شد.»,لازم به ذکر است که بایرن سال 2014 ژابی آلونسو را از رئال به خدمت گرفت؛ هافبکی که بازی های درخشانی برای مونیخی ها انجام داد و ماه گذشته با پیراهن همین تیم نیز از فوتبال خداحافظی کرد., ",http://www.varzesh3.com/news/1426680/بایرن-در-آستانه-شکار-ستاره-ای-دیگر-از-رئال-مادرید
"به گزارش ""ورزش سه""، گلر 18 ساله که ابتدا پیشنهاد تمدید را رد کرده بود، در نهایت تصمیم گرفت که با روسونری به توافق برسد و قراردادش را با آنها تمدید کند. اما بندهای جالبی در قرارداد جدید او وجود دارد که میلان امروز یکی از آنها را محقق کرد. یکی از بندها این بود که آنتونیو دوناروما، برادر جانلوئیجی که سابقه پوشیدن پیراهن میلان را دارد، دوباره به باشگاه بازگردد., , , ,آنتونیو امروز تست های پزشکی را در میلانلو پشت سر گذاشت و به عضویت باشگاه در آمد. صبح امروز گاتزتا دلو اسپورت مدعی شد که رقم فسخ این قرارداد 70 میلیون یورو خواهد بود. در حقیقت میلانی ها تلاش کردند این رقم را به 100 میلیون یورو برسانند و رایولا رقم 50 میلیون را مطرح کرد ولی در نهایت دو طرف با 70 میلیون به توافق رسیدند. با این حال هنوز مشخص نیست که او دقیقا چه مقدار حقوق خواهد گرفت ولی مطمئنا افزایش چشمگیری در حقوق او مشاهده خواهد شد., , ",http://www.varzesh3.com/news/1426674/دوناروما-امروز-با-میلان-تمدید-می‌کند
"به گزارش ""ورزش سه""، باشگاه بارسلونا اخیرا قرارداد همکاری با کمپانی ژاپنی راکوتن امضا کرده و از این پس نام این کمپانی عظیم را روی پیراهن های بلوگرانا شاهد خواهیم بود.,طبق قرارداد، در 5 سال آینده، نام راکوتن جایگزین هواپیمایی قطر روی پیراهن های بارسا خواهد شد., , , , ,قرار است فردا در ژاپن به صورت رسمی از این همکاری دوجانبه رونمایی شود و به همین منظور مسی ، سوارز و آردا به همراه مانل آرویو (مدیر ارتباطات و مارکتینگ بارسا) امروز راهی ژاپن خواهند شد تا فردا در مراسمی به همین مناسبت حضور یابند. پیکه نیز از دو روز قبل در ژاپن حضور دارد.,برای نمایندگان بارسلونا فعالیت های تبلیغاتی و نشست های خبری متعددی پیش بینی شده است و مقامات بلندپایه راکوتن نیز در این برنامه ها حضور خواهند داشت. مسی و یارانش روز پنجشنبه به بارسلونا باز می گردند تا به صورت رسمی تمرینات پیش فصل را زیر نظر والورده آغاز کنند.",http://www.varzesh3.com/news/1426685/ژاپن-زیر-پای-فوق-ستاره-های-بارسلونا
"به گزارش ""ورزش سه""، روز گذشته اما ارنستو والورده رسما در کمپ بارسلونا مستقر شد تا کارش به عنوان سرمربی جدید آبی اناری ها را شروع کند.,والورده بی شک انتظار داشت تا تکلیف لیست ورودی و خروجی های تیمش روشن تر از شرایط کنونی باشد., , , , ,فعلا تنها دلوفئو به بارسا اضافه شده که البته هنوز مشخص نیست در این تیم ماندگار خواهد شد یا خیر و از سوی دیگر ژرمی متیو و ژودی ماسیپ نیز از بارسا جدا شده اند. در این بین تکلیف آردا توران که از دو ماه پیش بسیاری منتظر جدایی اش بودند و نیز بازیکنان قرضی که به تیم بازگشته اند یعنی فرمالن، داگلاس، منیر الحدادی و سرجی سامپر مشخص نیست., ,فرمالن سال 2014 با رقم 19 میلیون یورو از آرسنال به خدمت گرفته شد و تاکنون فقط 12 بازی برای بارسا انجام داده است. او یک حضور قرضی ناموفق در رم داشت و حال به بارسا بازگشته است.,داگلاس پریرا نیز با رقم 5.5 میلیون یورو سال 2014 به بارسا پیوست اما بسیار ناامید کننده ظاهر شده است. او سال گذشته در خیخون به صورت قرضی بازی کرد و با این تیم به دسته دوم سقوط کرد., ,سرجی سامپر که محصول آکادمی بارسلونا است نیز فصل گذشته در گرانادا به صورت قرضی بازی کرد و همراه این تیم به دسته پایین تر سقوط کرد.,وضعیت منیر الحدادی هم نامشخص است. او سال گذشته را در والنسیا به صورت قرضی بازی کرد و والنسیایی ها حاضر نشدند با او قرارداد قطعی منعقد کنند؛ در حالی که تنها 12 میلیون یورو برای جذب دائمی او باید پرداخت می کردند و به این ترتیب منیر هم به بارسلونا بازگشته تا تکلیفش برای فصل بعد را مشخص کند., ,آردا توران اما شرایطی عجیب دارد. دو ماه پیش حتی گفته می شد او کمد وسایلش را خالی کرده و به هم تیمی هایش گفته است که قطعا از بارسا جدا خواهد شد اما هفته گذشته مدیر برنامه های این ستاره ترکیه ای اعلام کرد که او در بارسا ماندنی خواهد بود.,در باشگاه اما به دنبال راهی برای فروش آردا هستند؛ بازیکنی که جذبش در سال 2015 نزدیک به 40 میلیون یورو برای بلوگرانا هزینه در پی داشت., ",http://www.varzesh3.com/news/1426691/سردرگمی-عجیب-بارسلونا-در-فروش-بازیکنان-مازاد!
